1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,,,,21,,23,24,,,27,28,29,30,31,32,33,
66956,,Cloc Glass 12/21/34/51oz Rectangular Food Storage Set 8pc Mint Sage - Tinted Lid,Cloc Glass,Food Storage Set,Food Storage Set 8pc,12/21/34/51oz,Rectangular,Mint Sage,Tinted Lid,,Neoflam,4,,,,,,,,,,,,,,,3.88,5.92,,,,,
66964,,Comodo Glass 17oz Square Food Storage Set 2pc Ivory,Comodo Glass,Food Storage Set,Food Storage Set 2pc,17oz,Square,Ivory,,,Neoflam,4,,,,,,,,,,,,,,,1.85,2.89,,,,,
66965,,Comodo Glass 27oz Square Food Storage Set 2pc Ivory,Comodo Glass,Food Storage Set,Food Storage Set 2pc,27oz,Square,Ivory,,,Neoflam,4,,,,,,,,,,,,,,,2.25,3.51,,,,,
66966,,Comodo Glass 21oz Rectangular Food Storage Set 2pc Ivory,Comodo Glass,Food Storage Set,Food Storage Set 2pc,21oz,Rectangular,Ivory,,,Neoflam,4,,,,,,,,,,,,,,,2.07,3.26,,,,,
66967,,Comodo Glass 51oz Rectangular Food Storage Set 2pc Ivory,Comodo Glass,Food Storage Set,Food Storage Set 2pc,51oz,Rectangular,Ivory,,,Neoflam,4,,,,,,,,,,,,,,,3.28,5.12,,,,,
66968,,Wavy Glass 27oz Square Food Storage Set 2pc Crimson,Wavy Glass,Food Storage Set,Food Storage Set 2pc,27oz,Square,Crimson,,,Neoflam,1,,,,,,,,,,,,,,,1.95,3.04,,,,,
66969,,Wavy Glass 21oz Rectangular Food Storage Set 2pc Crimson,Wavy Glass,Food Storage Set,Food Storage Set 2pc,21oz,Rectangular,Crimson,,,Neoflam,1,,,,,,,,,,,,,,,1.69,2.64,,,,,
66970,,Wavy Glass 34oz Rectangular Food Storage Set 2pc Crimson,Wavy Glass,Food Storage Set,Food Storage Set 2pc,34oz,Rectangular,Crimson,,,Neoflam,4,,,,,,,,,,,,,,,2.22,3.46,,,,,
66971,,Wavy Glass 51oz Rectangular Food Storage Set 2pc Crimson,Wavy Glass,Food Storage Set,Food Storage Set 2pc,51oz,Rectangular,Crimson,,,Neoflam,1,,,,,,,,,,,,,,,2.78,4.34,,,,,
66972,,Wavy Glass 27oz Square Food Storage Set 2pc Forest Green,Wavy Glass,Food Storage Set,Food Storage Set 2pc,27oz,Square,Forest Green,,,Neoflam,4,,,,,,,,,,,,,,,1.95,3.04,,,,,
66973,,Wavy Glass 21oz Rectangular Food Storage Set 2pc Forest Green,Wavy Glass,Food Storage Set,Food Storage Set 2pc,21oz,Rectangular,Forest Green,,,Neoflam,4,,,,,,,,,,,,,,,1.69,2.64,,,,,
66974,,Wavy Glass 34oz Rectangular Food Storage Set 2pc Forest Green,Wavy Glass,Food Storage Set,Food Storage Set 2pc,34oz,Rectangular,Forest Green,,,Neoflam,4,,,,,,,,,,,,,,,2.22,3.46,,,,,
66975,,Wavy Glass 51oz Rectangular Food Storage Set 2pc Forest Green,Wavy Glass,Food Storage Set,Food Storage Set 2pc,51oz,Rectangular,Forest Green,,,Neoflam,4,,,,,,,,,,,,,,,2.78,4.34,,,,,
66976,,Wavy Glass 27oz Square Food Storage Set 2pc Red,Wavy Glass,Food Storage Set,Food Storage Set 2pc,27oz,Square,Red,,,Neoflam,4,,,,,,,,,,,,,,,1.95,3.04,,,,,
66977,,Wavy Glass 21oz Rectangular Food Storage Set 2pc Red,Wavy Glass,Food Storage Set,Food Storage Set 2pc,21oz,Rectangular,Red,,,Neoflam,1,,,,,,,,,,,,,,,1.69,2.64,,,,,
66978,,Wavy Glass 34oz Rectangular Food Storage Set 2pc Red,Wavy Glass,Food Storage Set,Food Storage Set 2pc,34oz,Rectangular,Red,,,Neoflam,1,,,,,,,,,,,,,,,2.22,3.46,,,,,
66979,,Wavy Glass 51oz Rectangular Food Storage Set 2pc Red,Wavy Glass,Food Storage Set,Food Storage Set 2pc,51oz,Rectangular,Red,,,Neoflam,1,,,,,,,,,,,,,,,2.78,4.34,,,,,
66981,,Wavy Glass 17oz Square Food Storage Set 3pc Forest Green,Wavy Glass,Food Storage Set,Food Storage Set 3pc,17oz,Square,Forest Green,,,Neoflam,1,,,,,,,,,,,,,,,2.09,3.22,,,,,
66982,,Wavy Glass 27oz Square Food Storage Set 3pc Forest Green,Wavy Glass,Food Storage Set,Food Storage Set 3pc,27oz,Square,Forest Green,,,Neoflam,1,,,,,,,,,,,,,,,2.81,4.32,,,,,
66984,,Wavy Glass 21oz Rectangular Food Storage Set 3pc Forest Green,Wavy Glass,Food Storage Set,Food Storage Set 3pc,21oz,Rectangular,Forest Green,,,Neoflam,4,,,,,,,,,,,,,,,2.45,3.77,,,,,
66985,,Cloc Glass 27oz Square Food Storage Set 2pc Emerald Green - Tinted Lid,Cloc Glass,Food Storage Set,Food Storage Set 2pc,27oz,Square,Emerald Green,Tinted Lid,,Neoflam,1,,,,,,,,,,,,,,,1.89,2.73,,,,,
66986,,Cloc Glass 21oz Rectangular Food Storage Set 2pc Emerald Green - Tinted Lid,Cloc Glass,Food Storage Set,Food Storage Set 2pc,21oz,Rectangular,Emerald Green,Tinted Lid,,Neoflam,1,,,,,,,,,,,,,,,1.64,2.47,,,,,
66987,,Cloc Glass 34oz Rectangular Food Storage Set 2pc Emerald Green - Tinted Lid,Cloc Glass,Food Storage Set,Food Storage Set 2pc,34oz,Rectangular,Emerald Green,Tinted Lid,,Neoflam,1,,,,,,,,,,,,,,,2.18,3.24,,,,,
66988,,Cloc Glass 51oz Rectangular Food Storage Set 2pc Emerald Green - Tinted Lid,Cloc Glass,Food Storage Set,Food Storage Set 2pc,51oz,Rectangular,Emerald Green,Tinted Lid,,Neoflam,1,,,,,,,,,,,,,,,2.72,4.08,,,,,
66990,,Cloc Glass 21oz Rectangular Food Storage Set 3pc Emerald Green - Tinted Lid/Divider,Cloc Glass,Food Storage Set,Food Storage Set 3pc,21oz,Rectangular,Emerald Green,Tinted Lid/Divider,,Neoflam,4,,,,,,,,,,,,,,,2.51,3.95,,,,,
66991,,Cloc Glass 34oz Rectangular Food Storage Set 3pc Emerald Green - Tinted Lid/Divider,Cloc Glass,Food Storage Set,Food Storage Set 3pc,34oz,Rectangular,Emerald Green,Tinted Lid/Divider,,Neoflam,4,,,,,,,,,,,,,,,3.44,5.48,,,,,
66992,,Cloc Glass 12/21/34/51oz Rectangular Food Storage Set 8pc Mint Sage - Tinted Lid,Cloc Glass,Food Storage Set,Food Storage Set 8pc,12/21/34/51oz,Rectangular,Mint Sage,Tinted Lid,,Neoflam,4,,,,,,,,,,,,,,,3.84,5.86,,,,,
66994,,Fika One Glass 31oz Square Food Storage Set 2pc Forest Green,Fika One Glass,Food Storage Set,Food Storage Set 2pc,31oz,Square,Forest Green,,,Neoflam,4,,,,,,,,,,,,,,,3.55,5.36,,,,,
66995,,Fika One Glass 44oz Rectangular Food Storage Set 2pc Forest Green,Fika One Glass,Food Storage Set,Food Storage Set 2pc,44oz,Rectangular,Forest Green,,,Neoflam,4,,,,,,,,,,,,,,,4.06,6.13,,,,,
66996,,Fika One Glass 54oz Rectangular Food Storage Set 2pc Forest Green,Fika One Glass,Food Storage Set,Food Storage Set 2pc,54oz,Rectangular,Forest Green,,,Neoflam,4,,,,,,,,,,,,,,,4.59,6.93,,,,,
66999,,Comodo Glass 34oz Rectangular Food Storage Set 2pc Forest Green,Comodo Glass,Food Storage Set,Food Storage Set 2pc,34oz,Rectangular,Forest Green,,,Neoflam,4,,,,,,,,,,,,,,,2.69,4.2,,,,,
67000,,Comodo Glass 51oz Rectangular Food Storage Set 2pc Forest Green,Comodo Glass,Food Storage Set,Food Storage Set 2pc,51oz,Rectangular,Forest Green,,,Neoflam,4,,,,,,,,,,,,,,,3.28,5.12,,,,,
67003,,Comodo Glass 34oz Rectangular Food Storage Set 2pc Red,Comodo Glass,Food Storage Set,Food Storage Set 2pc,34oz,Rectangular,Red,,,Neoflam,4,,,,,,,,,,,,,,,2.69,4.2,,,,,
67004,,Comodo Glass 51oz Rectangular Food Storage Set 2pc Red,Comodo Glass,Food Storage Set,Food Storage Set 2pc,51oz,Rectangular,Red,,,Neoflam,4,,,,,,,,,,,,,,,3.28,5.12,,,,,
67006,,Comodo Glass 31oz Square Food Storage Set 2pc Red,Comodo Glass,Food Storage Set,Food Storage Set 2pc,31oz,Square,Red,,,Neoflam,4,,,,,,,,,,,,,,,3.55,5.54,,,,,
67007,,Fika one glass 2pc Rectangular 44oz - Red,Fika One Glass,Food Storage Set,Food Storage Set 2pc,44oz,Rectangular,Red,,,Neoflam,4,,,,,,,,,,,,,,,4.06,6.13,,,,,
67008,,Fika one glass 2pc Rectangular 54oz - Red,Fika One Glass,Food Storage Set,Food Storage Set 2pc,54oz,Rectangular,Red,,,Neoflam,4,,,,,,,,,,,,,,,4.59,6.93,,,,,
67009,,Wavy Glass 51oz Rectangular Food Storage Set 2pc Ivory,Wavy Glass,Food Storage Set,Food Storage Set 2pc,51oz,Rectangular,Ivory,,,Neoflam,4,,,,,,,,,,,,,,,2.78,4.34,,,,,
68498,,Comodo Glass Food Storage Set 12pc,Comodo Glass,Food Storage Set,Food Storage Set 12pc,,Multi,White,,,Neoflam,1,,,,,,,,,,,,,,,7.15,11.69,,,,,
68498-Old,,Comodo Glass Food Storage Set 12pc,Comodo Glass,Food Storage Set,Food Storage Set 12pc,,Multi,White,,,Neoflam,1,,,,,,,,,,,,,,,7.15,11.69,,,,,
71111,,French Bull 20oz Round Porcelain Food Storage - Ziggy,,Food Storage,,,,,,,French Bull,24,,,,,,,,,,,,,,,2.36,3.07,,,,,
71112,,French Bull 31oz Round Porcelain Food Storage - Ziggy,,Food Storage,,,,,,,French Bull,18,,,,,,,,,,,,,,,2.92,3.8,,,,,
71118,,French Bull 9oz Square Porcelain Food Storage - Ziggy,,Food Storage,,,,,,,French Bull,24,,,,,,,,,,,,,,,1.81,2.35,,,,,
71121,,French Bull 24oz Dry Food Storage - Ziggy,,Food Storage,,,,,,,French Bull,18,,,,,,,,,,,,,,,1.9,2.47,,,,,
71122,,French Bull 54oz Dry Food Storage - Ziggy,,Food Storage,,,,,,,French Bull,12,,,,,,,,,,,,,,,2.28,2.96,,,,,
71123,,French Bull 85oz Dry Food Storage - Ziggy,,Food Storage,,,,,,,French Bull,12,,,,,,,,,,,,,,,2.75,3.58,,,,,
71124,,French Bull 3pc Dry Food Storage Set - Ziggy,,Food Storage,,,,,,,French Bull,8,,,,,,,,,,,,,,,5.86,7.62,,,,,
71131,,French Bull 16oz Stainless Steel Food Jar - Pink Sun,,Food Storage,,,,,,,French Bull,24,,,,,,,,,,,,,,,3.69,4.8,,,,,
71132,,French Bull 16oz Stainless Steel Food Jar - Pink Ombre,,Food Storage,,,,,,,French Bull,24,,,,,,,,,,,,,,,3.69,4.8,,,,,
71133,,French Bull 16oz Stainless Steel Food Jar - Blue Surf,,Food Storage,,,,,,,French Bull,24,,,,,,,,,,,,,,,3.69,4.8,,,,,
71134,,French Bull 16oz Stainless Steel Food Jar - Blue Ombre,,Food Storage,,,,,,,French Bull,1,,,,,,,,,,,,,,,3.69,4.8,,,,,
71135,,French Bull 16oz Stainless Steel Food Jar - Multi Ziggy White,,Food Storage,,,,,,,French Bull,25,,,,,,,,,,,,,,,3.69,4.8,,,,,
71136,,French Bull 16oz Stainless Steel Food Jar - Multi Oasis,,Food Storage,,,,,,,French Bull,25,,,,,,,,,,,,,,,3.69,4.8,,,,,
71137,,French Bull 16oz Stainless Steel Food Jar - Black/White Mosa,,Food Storage,,,,,,,French Bull,25,,,,,,,,,,,,,,,3.69,4.8,,,,,
71138,,French Bull 16oz Stainless Steel Food Jar -Black/White Bindi,,Food Storage,,,,,,,French Bull,25,,,,,,,,,,,,,,,3.69,4.8,,,,,
71141,,French Bull 4pc Snack Bundle Food Storage - Ziggy,,Food Storage,,,,,,,French Bull,1,,,,,,,,,,,,,,,0.94,1.22,,,,,
71144,,"French Bull 7"" Deluxe Salad Container - Ziggy",,Food Storage,,,,,,,French Bull,24,,,,,,,,,,,,,,,1.62,2.11,,,,,
71151,,French Bull French Bull Square Porcelain Food storage -Floral,,Food Storage,,,,,,,French Bull,4,,,,,,,,,,,,,,,3.88,5.04,,,,,
71152,,French Bull Square Porcelain Food storage -Pink,,Food Storage,,,,,,,French Bull,4,,,,,,,,,,,,,,,9.7,3.3,,,,,
71153,,French Bull Square Porcelain Food storage-Blue,,Food Storage,,,,,,,French Bull,4,,,,,,,,,,,,,,,9.7,3.3,,,,,
71154,,French Bull Square Porcelain Food storage- Black and White,,Food Storage,,,,,,,French Bull,4,,,,,,,,,,,,,,,9.7,3.3,,,,,
71166,,French Bull Clik Glass Food Container Round Medium 820ml B/W-Oval,,Food Storage,,,,,,,French Bull,12,,,,,,,,,,,,,,,2.1,2.73,,,,,
71167,,French Bull Clik Glass Food Container Round Medium 820ml B/W-Palais,,Food Storage,,,,,,,French Bull,12,,,,,,,,,,,,,,,2.1,2.73,,,,,
71168,,French Bull Clik Glass Food Container Round Medium 820ml B/W-Bindi,,Food Storage,,,,,,,French Bull,12,,,,,,,,,,,,,,,2.1,2.73,,,,,
71183,,French Bull 6pc Porcelain Food Storage Set - Bindi,,Food Storage,,,,,,,French Bull,8,,,,,,,,,,,,,,,6.45,8.39,,,,,
71189,,French Bull 2pc Storage Container Set - Ornament Holiday,,Food Storage,,,,,,,French Bull,4,,,,,,,,,,,,,,,1.83,2.38,,,,,
71211,,"French Bull 14.5"" Antimicrobial Cutting Board - Oasis",,Cutting Board,,,,,,,French Bull,12,,,,,,,,,,,,,,,3.2,4.16,,,,,
71212,,"French Bull 14.5"" Antimicrobial Cutting Board - Ziggy",,Cutting Board,,,,,,,French Bull,12,,,,,,,,,,,,,,,3.2,4.16,,,,,
71213,,"French Bull 14.5"" Antimicrobial Cutting Board - Bindi",,Cutting Board,,,,,,,French Bull,12,,,,,,,,,,,,,,,3.2,4.16,,,,,
71214,,"French Bull 14.5"" Antimicrobial Cutting Board - Gala",,Cutting Board,,,,,,,French Bull,12,,,,,,,,,,,,,,,3.2,4.16,,,,,
71221,,"French Bull 17.5"" Antimicrobial Cutting Board - Oasis",,Cutting Board,,,,,,,French Bull,12,,,,,,,,,,,,,,,4.44,5.77,,,,,
71222,,"French Bull 17.5"" Antimicrobial Cutting Board - Ziggy",,Cutting Board,,,,,,,French Bull,12,,,,,,,,,,,,,,,4.44,5.77,,,,,
71223,,"French Bull 17.5"" Antimicrobial Cutting Board - Bindi",,Cutting Board,,,,,,,French Bull,12,,,,,,,,,,,,,,,4.44,5.77,,,,,
71232,,"French Bull 11.5"" Antimicrobial Cutting Board - Ziggy",,Cutting Board,,,,,,,French Bull,12,,,,,,,,,,,,,,,1.88,2.44,,,,,
71234,,"French Bull 11.5"" Antimicrobial Cutting Board - Gala",,Cutting Board,,,,,,,French Bull,12,,,,,,,,,,,,,,,2.04,2.65,,,,,
71241,,"French Bull 14"" Paddle Antimicrobial Cutting Board - Oasis",,Cutting Board,,,,,,,French Bull,12,,,,,,,,,,,,,,,1.91,2.48,,,,,
71242,,"French Bull 14"" Paddle Antimicrobial Cutting Board - Ziggy",,Cutting Board,,,,,,,French Bull,12,,,,,,,,,,,,,,,1.91,2.48,,,,,
71243,,"French Bull 14"" Paddle Antimicrobial Cutting Board - Bindi",,Cutting Board,,,,,,,French Bull,12,,,,,,,,,,,,,,,1.91,2.48,,,,,
71244,,"French Bull 14"" Paddle Antimicrobial Cutting Board - Gala",,Cutting Board,,,,,,,French Bull,12,,,,,,,,,,,,,,,1.91,2.48,,,,,
71313,,French Bull Super Cooker - Bindi,French Bull,Cookware,,,,,,,French Bull,12,,,,,,,,,,,,,,,14.1,18.33,,,,,
71901,,French Bull Knife Block Set - Oasis,,Kitchen Tool,,,,,,,French Bull,6,,,,,,,,,,,,,,,13.69,17.8,,,,,
72101,,"French Bull 6pc 6"" Appetizer Plate - Assorted",,Tableware,,,,,,,French Bull,24,,,,,,,,,,,,,,,3.69,4.8,,,,,
72102,,"French Bull 6pc 6"" Appetizer Plate - Fringe Assorted",,Tableware,,,,,,,French Bull,24,,,,,,,,,,,,,,,3.5,4.8,,,,,
72102NB,,"French Bull 6pc 6"" Appetizer Plate - Fringe Assorted No Box",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,3.72,4.8,,21.99,21.99,,
72103,,"French Bull 6pc 6"" Assorted Appetizer Plates Black and White",,Tableware,,,,,,,French Bull,24,,,,,,,,,,,,,,,3.5,4.55,,,,,
72103NB,,"French Bull 6pc 6"" Assorted Appetizer PlatesBlack and White No Box",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,3.72,4.8,,21.99,21.99,,
72104,,"French Bull 6pc 6"" Assorted Appetizer Plates Floral",,Tableware,,,,,,,French Bull,24,,,,,,,,,,,,81,68,,3.5,4.8,,,,,
72104NB,,"French Bull 6pc 6"" Assorted Appetizer Plates Floral No Box",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,3.72,4.8,,21.99,21.99,,
72105,,"French Bull 6pc 6"" Assorted Appetizer Plates Stripes Assorted",,Tableware,,,,,,,French Bull,24,,,,,,,,,,,,,,,3.73,4.8,,,,,
72106,,"French Bull 6pc 6"" Appetizer Plate - Bauble Assorted",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,3.5,4.55,,,,,
72112,,"French Bull 13"" Rectangular Platter - Viva",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,1.46,1.9,,,,,
72114,,"French Bull 13"" Rectangular Platter - Bindi",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,1.46,1.9,,,,,
72118,,"French Bull 10"" Cookie Platter - Dot Tree Holiday",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,1.18,1.53,,,,,
72119,,"French Bull 15.5"" Round Platter - Dial",,Tableware,,,,,,,French Bull,6,,,,,,,,,,,,,,,2.04,3.12,,,,,
72121,,"French Bull 15"" Round Platter - Ziggy",,Tableware,,,,,,,French Bull,6,,,,,,,,,,,,,,,3.47,4.51,,,,,
72122,,"French Bull 15"" Round Platter - Bindi",,Tableware,,,,,,,French Bull,6,,,,,,,,,,,,,,,3.47,4.51,,,,,
72123,,"French Bull 15"" Round Platter - Viva",,Tableware,,,,,,,French Bull,6,,,,,,,,,,,,,,,3.47,4.51,,,,,
72124,,"French Bull 15"" Round Platter - Oasis",,Tableware,,,,,,,French Bull,6,,,,,,,,,,,,,,,3.47,4.51,,,,,
72125,,"French Bull 15"" Round Platter - Villa",,Tableware,,,,,,,French Bull,6,,,,,,,,,,,,,,,3.47,4.51,,,,,
72127,,"French Bull 15"" Round Platter - Terrazzo",,Tableware,,,,,,,French Bull,6,,,,,,,,,,,,,,,3.47,4.51,,,,,
72133,,French Bull 3pc Word Snack Dish Set - White EAT,,Tableware,,,,,,,French Bull,6,,,,,,,,,,,,,,,3.36,4.37,,,,,
72135,,French Bull 3pc Word Snack Dish Set - White WOW,,Tableware,,,,,,,French Bull,6,,,,,,,,,,,,,,,4.08,5.3,,,,,
72143,,"French Bull 13.75""x8"" Rectangular Platter - Ziggy",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,1.45,1.89,,,,,
72144,,"French Bull 13.75""x8"" Rectangular Platter - Dial",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,1.45,1.89,,,,,
72150,,"French Bull 15.5"" Round Platter - Ring",,Tableware,,,,,,,French Bull,6,,,,,,,,,,,,,,,2.21,2.95,,,,,
72151,,"French Bull 15.5"" Round Platter - Ziggy",,Tableware,,,,,,,French Bull,6,,,,,,,,,,,,,,,2.21,3.12,,,,,
72152,,"French Bull 15.5"" Round Platter - Oasis",,Tableware,,,,,,,French Bull,6,,,,,,,,,,,,,,,2.1,2.73,,,,,
72153,,"French Bull 15.5"" Round Platter - Bindi",,Tableware,,,,,,,French Bull,6,,,,,,,,,,,,,,,2.1,2.73,,,,,
72154,,"French Bull 15.5"" Round Platter - Sus",,Tableware,,,,,,,French Bull,6,,,,,,,,,,,,16,68,,2.21,2.95,,,,,
72155,,"French Bull 15.5"" Round Platter - Foli",,Tableware,,,,,,,French Bull,6,,,,,,,,,,,,,,,2.21,2.95,,,,,
72156,,"French Bull 15.5"" Round Platter - Tropic Fantasia",,Tableware,,,,,,,French Bull,6,,,,,,,,,,,,,,,2.1,2.73,,,,,
72157,,"French Bull 15.5"" Round Platter - Festival",,Tableware,,,,,,,French Bull,6,,,,,,,,,,,,,,,2.4,3.12,,,,,
72158,,"French Bull 15.5"" Round Platter - Garden Floral",,Tableware,,,,,,,French Bull,6,,,,,,,,,,,,16,68,,2.21,2.95,,,,,
72159,,"French Bull 15.5"" Round Platter - Black & White",,Tableware,,,,,,,French Bull,6,,,,,,,,,,,,,,,2.27,2.95,,,,,
72160,,"French Bull 19""x8"" Rectangular Platter - Ring",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,1.91,2.48,,,,,
72161,,"French Bull 19""x8"" Rectangular Platter - Ziggy",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,1.91,2.48,,,,,
72162,,"French Bull 19""x8"" Rectangular Platter - Oasis",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,1.75,2.28,,,,,
72163,,"French Bull 19""x8"" Rectangular Platter - Bindi",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,2.02,2.63,,,,,
72164,,"French Bull 19""x8"" Rectangular Platter - Sus",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,36,68,,1.85,2.48,,,,,
72165,,"French Bull 19""x8"" Rectangular Platter - Foli",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,1.91,2.48,,,,,
72166,,"French Bull 19""x8"" Rectangular Platter - Tropic Fantasia",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,1.75,2.28,,,,,
72167,,"French Bull 19""x8"" Rectangular Platter - Festival",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,1.91,2.48,,,,,
72168,,"French Bull 19""x8"" Rectangular Platter - Garden Floral",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,36,68,,1.85,2.48,,,,,
72169,,"French Bull 19""x8"" Rectangular Platter - Black & White",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,1.85,2.48,,,,,
72170,,"French Bull 19""x8"" Rectangular Platter - Dial",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,2.02,2.63,,,,,
72172,,"French Bull 13.75""x8"" Rectangular Platter - Oasis",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,1.25,1.63,,,,,
72173,,"French Bull 13.75""x8"" Rectangular Platter - Bindi",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,1.33,1.78,,,,,
72174,,"French Bull 13.75""x8"" Rectangular Platter - Sus",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,36,68,,1.37,1.78,,,,,
72175,,"French Bull 13.75""x8"" Rectangular Platter - Foli",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,1.37,1.78,,,,,
72176,,"French Bull 13.75""x8"" Rectangular Platter - Tropic Fantasia",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,1.25,1.63,,,,,
72177,,"French Bull 13.75""x8"" Rectangular Platter - Festival",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,1.45,1.89,,,,,
72178,,"French Bull 13.75""x8"" Rectangular Platter - Garden Floral",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,36,68,,1.33,1.78,,,,,
72179,,"French Bull 13.75""x8"" Rectangular Platter - Black & White",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,1.37,1.78,,,,,
72181,,"French Bull 11.75""x3"" Serving Bowl - Studio Check",,Tableware,,,,,,,French Bull,6,,,,,,,,,,,,,,,2.95,3.84,,,,,
72182,,"French Bull 13.75""x8"" Rectangular Platter - Transparent Pop",,Tableware,,,,,,,French Bull,4,,,,,,,,,,,,,,,1.37,1.78,,,,,
72210,,"French Bull 11"" Dinner Plate - Transparent Pop set of 4",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,0.67,0.87,,,,,
72223,,"French Bull 8"" Side Plate - Oasis",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,0.83,1.08,,,,,
72224,,"French Bull 8"" Side Plate - Bindi",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,0.83,1.08,,,,,
72226,,"French Bull 8"" Side Plate - Twiggy",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,0.83,1.08,,,,,
72227,,"French Bull 8"" Side Plate - Terrazzo",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,0.83,1.08,,,,,
72230,,"French Bull 11"" Dinner Plate - Dial Set of 4",,Tableware,,,,,,,French Bull,6,,,,,,,,,,,,,,,6.63,8.62,,,,,
72231,,"French Bull 11"" Dinner Plate - Ziggy",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,1.26,1.64,,,,,
72232,,"French Bull 11"" Dinner Plate - Viva",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,1.26,1.64,,,,,
72233,,"French Bull 11"" Dinner Plate - Oasis",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,1.26,1.64,,,,,
72235,,"French Bull 11"" Dinner Plate - Villa",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,1.26,1.64,,,,,
72236,,"French Bull 11"" Dinner Plate - Twiggy",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,1.26,1.64,,,,,
72237,,"French Bull 11"" Dinner Plate - Terrazzo",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,1.26,1.64,,,,,
72239,,"French Bull 11"" Dinner Plate - Gala",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,1.26,1.64,,,,,
72241,,"French Bull 11"" Dinner Plate - Ziggy",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,1.35,1.76,,,,,
72242,,"French Bull 11"" Dinner Plate - Oasis",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,1.35,1.76,,,,,
72243,,"French Bull 11"" Dinner Plate - Bindi",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,1.35,1.76,,,,,
72244,,"French Bull 11"" Dinner Plate - Sus",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,1.35,1.76,,,,,
72245,,"French Bull 11"" Dinner Plate - Foli",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,1.35,1.76,,,,,
72246,,"French Bull 11"" Dinner Plate - Tropic Fantasia",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,1.54,2,,,,,
72247,,"French Bull 11""Dinner Plates Assorted set of 6",,Tableware,,,,,,,French Bull,8,,,,,,,,,,,,,,,9.71,12.62,,,,,
72248,,"French Bull 11"" Dinner Plate - Ring",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,1.6,2.08,,,,,
72249,,"French Bull 11"" Dinner Plate Gift Box Set of 6 - Aurora",,Tableware,,,,,,,French Bull,8,,,,,,,,,,,,,,,9.81,12.62,,,,,
72250,,"French Bull 9"" Salad Plate - Ring",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,1.11,1.44,,,,,
72250,,"French Bull 9"" Salad Plate - Ring",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,1.11,1.44,,,,,
72251,,"French Bull 9"" Salad Plate - Ziggy",,Tableware,,,,,,,French Bull,12,,,,,,,,,,,,,,,0.92,1.2,,,,,
